Date:  10:33; onsdag; februar 07; 2024
Model name: Exercise2
Study name: Static 1(-Default-)
Plot type: Static nodal stress Stress1
Result Type: von Mises 


Node  ,Value (N/mm^2 (MPa))  ,X (mm)  ,Y (mm)  ,Z (mm)
1369  ,0.7       ,0.98962  ,66.35  ,0
1370  ,0.7       ,0.49887  ,66.141  ,0
1371  ,0.8       ,5.906  ,65.638  ,0
1372  ,0.8       ,5.4118  ,65.638  ,0
1373  ,0.8       ,4.9144  ,65.638  ,0
1374  ,0.7       ,4.4171  ,65.638  ,0
1375  ,0.7       ,3.9195  ,65.637  ,0
1376  ,0.7       ,3.4213  ,65.635  ,0
1377  ,0.7       ,2.9219  ,65.618  ,0
1378  ,0.7       ,2.4222  ,65.554  ,0
1379  ,0.7       ,1.9334  ,65.392  ,0
1380  ,0.7       ,1.4678  ,65.589  ,0
1381  ,0.7       ,0.98003  ,65.829  ,0
1382  ,0.7       ,0.49217  ,65.638  ,0
1383  ,0.8       ,5.8337  ,65.135  ,0
1384  ,0.8       ,5.3269  ,65.135  ,0
1385  ,0.8       ,4.8269  ,65.135  ,0
1386  ,0.8       ,4.3254  ,65.135  ,0
1387  ,0.7       ,3.8233  ,65.134  ,0
1388  ,0.7       ,3.3208  ,65.13  ,0
1389  ,0.7       ,2.8171  ,65.112  ,0
1390  ,0.7       ,2.3119  ,65.05  ,0
1391  ,0.7       ,1.8728  ,64.954  ,0
1392  ,0.7       ,1.4726  ,65.087  ,0
1393  ,0.7       ,0.93156  ,65.229  ,0
1394  ,0.7       ,0.48614  ,65.135  ,0
1395  ,0.8       ,5.7293  ,64.632  ,0
1396  ,0.8       ,5.2401  ,64.632  ,0
1397  ,0.8       ,4.7359  ,64.632  ,0
1398  ,0.8       ,4.2281  ,64.632  ,0
1399  ,0.8       ,3.7194  ,64.631  ,0
1400  ,0.7       ,3.2094  ,64.626  ,0
1401  ,0.7       ,2.6869  ,64.599  ,0
1402  ,0.7       ,2.0864  ,64.497  ,0
1403  ,0.7       ,1.5194  ,64.613  ,0
1404  ,0.7       ,1.0948  ,64.761  ,0
1405  ,0.7       ,0.52085  ,64.632  ,0
1406  ,0.8       ,5.6734  ,64.129  ,0
1407  ,0.8       ,5.1731  ,64.129  ,0
1408  ,0.8       ,4.665  ,64.129  ,0
1409  ,0.8       ,4.1547  ,64.129  ,0
1410  ,0.8       ,3.6434  ,64.128  ,0
1411  ,0.8       ,3.1283  ,64.119  ,0
1412  ,0.7       ,2.5975  ,64.072  ,0
1413  ,0.7       ,2.0609  ,63.9  ,0
1414  ,0.7       ,1.5445  ,64.115  ,0
1415  ,0.7       ,1.0367  ,64.328  ,0
1416  ,0.7       ,0.51576  ,64.129  ,0
1417  ,0.9       ,5.6254  ,63.626  ,0
1418  ,0.8       ,5.1217  ,63.626  ,0
1419  ,0.8       ,4.6135  ,63.626  ,0
1420  ,0.8       ,4.1039  ,63.626  ,0
1421  ,0.8       ,3.593  ,63.624  ,0
1422  ,0.8       ,3.0788  ,63.61  ,0
1423  ,0.8       ,2.5603  ,63.548  ,0
1424  ,0.8       ,2.0413  ,63.376  ,0
1425  ,0.7       ,1.5359  ,63.596  ,0
1426  ,0.7       ,1.0269  ,63.834  ,0
1427  ,0.7       ,0.5114  ,63.626  ,0
1428  ,0.9       ,5.5852  ,63.123  ,0
1429  ,0.8       ,5.0821  ,63.123  ,0
1430  ,0.8       ,4.5757  ,63.123  ,0
1431  ,0.8       ,4.0682  ,63.122  ,0
1432  ,0.8       ,3.5597  ,63.119  ,0
1433  ,0.8       ,3.0498  ,63.103  ,0
1434  ,0.8       ,2.5387  ,63.038  ,0
1435  ,0.8       ,2.0263  ,62.868  ,0
1436  ,0.8       ,1.5236  ,63.084  ,0
1437  ,0.8       ,1.0188  ,63.327  ,0
1438  ,0.8       ,0.50775  ,63.123  ,0
1439  ,0.9       ,5.5529  ,62.62  ,0
1440  ,0.9       ,5.0517  ,62.62  ,0
1441  ,0.8       ,4.5477  ,62.62  ,0
1442  ,0.8       ,4.0426  ,62.619  ,0
1443  ,0.8       ,3.5369  ,62.615  ,0
1444  ,0.8       ,3.0307  ,62.598  ,0
1445  ,0.8       ,2.5237  ,62.533  ,0
1446  ,0.8       ,2.0149  ,62.361  ,0
1447  ,0.8       ,1.505  ,62.563  ,0
1448  ,0.8       ,1.0023  ,62.808  ,0
1449  ,0.8       ,0.50481  ,62.62  ,0
1450  ,0.9       ,5.5284  ,62.117  ,0
1451  ,0.9       ,5.0293  ,62.117  ,0
1452  ,0.8       ,4.5274  ,62.117  ,0
1453  ,0.8       ,4.0245  ,62.116  ,0
1454  ,0.8       ,3.5211  ,62.112  ,0
1455  ,0.8       ,3.0174  ,62.094  ,0
1456  ,0.8       ,2.5132  ,62.029  ,0
1457  ,0.8       ,2.0077  ,61.855  ,0
1458  ,0.8       ,1.4968  ,62.033  ,0
1459  ,0.8       ,0.93325  ,62.192  ,0
1460  ,0.8       ,0.50258  ,62.117  ,0
1461  ,0.9       ,5.5116  ,61.614  ,0
1462  ,0.9       ,5.0143  ,61.614  ,0
1463  ,0.9       ,4.5139  ,61.614  ,0
1464  ,0.8       ,4.0125  ,61.613  ,0
1465  ,0.8       ,3.5107  ,61.609  ,0
1466  ,0.8       ,3.0087  ,61.591  ,0
1467  ,0.8       ,2.5064  ,61.526  ,0
1468  ,0.8       ,2.0037  ,61.351  ,0
1469  ,0.8       ,1.5013  ,61.513  ,0
1470  ,0.8       ,0.99031  ,61.597  ,0
1471  ,0.8       ,0.50106  ,61.614  ,0
1472  ,0.9       ,5.5026  ,61.111  ,0
1473  ,0.9       ,5.0058  ,61.111  ,0
1474  ,0.9       ,4.5061  ,61.111  ,0
1475  ,0.8       ,4.0055  ,61.11  ,0
1476  ,0.8       ,3.5047  ,61.106  ,0
1477  ,0.8       ,3.0037  ,61.088  ,0
1478  ,0.8       ,2.5026  ,61.023  ,0
1479  ,0.8       ,2.0014  ,60.847  ,0
1480  ,0.8       ,1.5012  ,61.006  ,0
1481  ,0.8       ,0.99924  ,61.077  ,0
1482  ,0.8       ,0.50024  ,61.111  ,0
1483  ,0.9       ,5.5  ,60.608  ,0
1484  ,0.9       ,5.0021  ,60.608  ,0
1485  ,0.9       ,4.5023  ,60.608  ,0
1486  ,0.9       ,4.0021  ,60.607  ,0
1487  ,0.8       ,3.5018  ,60.603  ,0
1488  ,0.8       ,3.0014  ,60.585  ,0
1489  ,0.8       ,2.5009  ,60.52  ,0
1490  ,0.8       ,2.0005  ,60.344  ,0
1491  ,0.8       ,1.5006  ,60.502  ,0
1492  ,0.8       ,1.0002  ,60.571  ,0
1493  ,0.8       ,0.5  ,60.608  ,0
1494  ,0.9       ,5.5  ,60.105  ,0
1495  ,0.9       ,5.0007  ,60.105  ,0
1496  ,0.9       ,4.5008  ,60.105  ,0
1497  ,0.9       ,4.0007  ,60.104  ,0
1498  ,0.9       ,3.5006  ,60.1  ,0
1499  ,0.8       ,3.0005  ,60.082  ,0
1500  ,0.8       ,2.5003  ,60.017  ,0
1501  ,0.8       ,2.0001  ,59.841  ,0
1502  ,0.8       ,1.5002  ,59.999  ,0
1503  ,0.8       ,1.0001  ,60.068  ,0
1504  ,0.8       ,0.5  ,60.105  ,0
1505  ,0.9       ,5.5  ,59.602  ,0
1506  ,0.9       ,5.0002  ,59.602  ,0
1507  ,0.9       ,4.5003  ,59.602  ,0
1508  ,0.9       ,4.0002  ,59.601  ,0
1509  ,0.9       ,3.5002  ,59.597  ,0
1510  ,0.9       ,3.0001  ,59.579  ,0
1511  ,0.9       ,2.5001  ,59.514  ,0
1512  ,0.9       ,2  ,59.338  ,0
1513  ,0.8       ,1.5001  ,59.496  ,0
1514  ,0.8       ,1.0001  ,59.565  ,0
1515  ,0.8       ,0.5  ,59.602  ,0
1516  ,0.9       ,5.5  ,59.099  ,0
1517  ,0.9       ,5.0001  ,59.099  ,0
1518  ,0.9       ,4.5001  ,59.099  ,0
1519  ,0.9       ,4.0001  ,59.098  ,0
1520  ,0.9       ,3.5001  ,59.094  ,0
1521  ,0.9       ,3  ,59.076  ,0
1522  ,0.9       ,2.5  ,59.011  ,0
1523  ,0.9       ,2  ,58.835  ,0
1524  ,0.9       ,1.5  ,58.993  ,0
1525  ,0.9       ,1  ,59.062  ,0
1526  ,0.9       ,0.5  ,59.099  ,0
1527  ,0.9       ,5.5  ,58.596  ,0
1528  ,0.9       ,5  ,58.596  ,0
1529  ,0.9       ,4.5  ,58.596  ,0
1530  ,0.9       ,4  ,58.595  ,0
1531  ,0.9       ,3.5  ,58.591  ,0
1532  ,0.9       ,3  ,58.573  ,0
1533  ,0.9       ,2.5  ,58.508  ,0
1534  ,0.9       ,2  ,58.332  ,0
1535  ,0.9       ,1.5  ,58.49  ,0
1536  ,0.9       ,1  ,58.559  ,0
1537  ,0.9       ,0.5  ,58.596  ,0
1538  ,0.9       ,5.5  ,58.093  ,0
1539  ,0.9       ,5  ,58.093  ,0
1540  ,0.9       ,4.5  ,58.093  ,0
1541  ,0.9       ,4  ,58.092  ,0
1542  ,0.9       ,3.5  ,58.088  ,0
1543  ,0.9       ,3  ,58.07  ,0
1544  ,0.9       ,2.5  ,58.005  ,0
1545  ,0.9       ,2  ,57.829  ,0
1546  ,0.9       ,1.5  ,57.987  ,0
1547  ,0.9       ,1  ,58.056  ,0
1548  ,0.9       ,0.5  ,58.093  ,0
1549  ,0.9       ,5.5  ,57.59  ,0
1550  ,0.9       ,5  ,57.59  ,0
1551  ,0.9       ,4.5  ,57.59  ,0
1552  ,0.9       ,4  ,57.589  ,0
1553  ,0.9       ,3.5  ,57.585  ,0
1554  ,0.9       ,3  ,57.567  ,0
1555  ,0.9       ,2.5  ,57.502  ,0
1556  ,0.9       ,2  ,57.327  ,0
1557  ,0.9       ,1.5  ,57.484  ,0
1558  ,0.9       ,1  ,57.553  ,0
1559  ,0.9       ,0.5  ,57.59  ,0
1560  ,0.9       ,5.5  ,57.087  ,0
1561  ,0.9       ,5  ,57.087  ,0
1562  ,0.9       ,4.5  ,57.087  ,0
1563  ,0.9       ,4  ,57.086  ,0
1564  ,0.9       ,3.5  ,57.082  ,0
1565  ,0.9       ,3  ,57.064  ,0
1566  ,0.9       ,2.5  ,56.999  ,0
1567  ,0.9       ,2  ,56.824  ,0
1568  ,0.9       ,1.5  ,56.981  ,0
1569  ,0.9       ,1  ,57.05  ,0
1570  ,0.9       ,0.5  ,57.087  ,0
1571  ,0.9       ,5.5  ,56.584  ,0
1572  ,0.9       ,5  ,56.584  ,0
1573  ,0.9       ,4.5  ,56.584  ,0
1574  ,0.9       ,4  ,56.583  ,0
1575  ,0.9       ,3.5  ,56.579  ,0
1576  ,0.9       ,3  ,56.561  ,0
1577  ,0.9       ,2.5  ,56.496  ,0
1578  ,0.9       ,2  ,56.321  ,0
1579  ,0.9       ,1.5  ,56.478  ,0
1580  ,0.9       ,1  ,56.547  ,0
1581  ,0.9       ,0.5  ,56.584  ,0
1582  ,0.9       ,5.5  ,56.081  ,0
1583  ,0.9       ,5  ,56.081  ,0
1584  ,0.9       ,4.5  ,56.081  ,0
1585  ,0.9       ,4  ,56.08  ,0
1586  ,0.9       ,3.5  ,56.076  ,0
1587  ,0.9       ,3  ,56.058  ,0
1588  ,0.9       ,2.5  ,55.993  ,0
1589  ,0.9       ,2  ,55.818  ,0
1590  ,0.9       ,1.5  ,55.975  ,0
1591  ,0.9       ,1  ,56.044  ,0
1592  ,0.9       ,0.5  ,56.081  ,0
1593  ,0.9       ,5.5  ,55.578  ,0
1594  ,0.9       ,5  ,55.578  ,0
1595  ,0.9       ,4.5  ,55.578  ,0
1596  ,0.9       ,4  ,55.577  ,0
1597  ,0.9       ,3.5  ,55.573  ,0
1598  ,0.9       ,3  ,55.555  ,0
1599  ,0.9       ,2.5  ,55.49  ,0
1600  ,0.9       ,2  ,55.315  ,0
1601  ,0.9       ,1.5  ,55.472  ,0
1602  ,1.0       ,1  ,55.541  ,0
1603  ,1.0       ,0.5  ,55.578  ,0
1604  ,0.9       ,5.5  ,55.075  ,0
1605  ,0.9       ,5  ,55.075  ,0
1606  ,0.9       ,4.5  ,55.075  ,0
1607  ,0.9       ,4  ,55.074  ,0
1608  ,0.9       ,3.5  ,55.07  ,0
1609  ,0.9       ,3  ,55.052  ,0
1610  ,0.9       ,2.5  ,54.987  ,0
1611  ,1.0       ,2  ,54.812  ,0
1612  ,1.0       ,1.5  ,54.969  ,0
1613  ,1.0       ,1  ,55.038  ,0
1614  ,1.0       ,0.5  ,55.075  ,0
1615  ,0.9       ,5.5  ,54.572  ,0
1616  ,0.9       ,5  ,54.572  ,0
1617  ,0.9       ,4.5  ,54.572  ,0
1618  ,0.9       ,4  ,54.571  ,0
1619  ,0.9       ,3.5  ,54.567  ,0
1620  ,0.9       ,3  ,54.549  ,0
1621  ,1.0       ,2.5  ,54.484  ,0
1622  ,1.0       ,2  ,54.309  ,0
1623  ,1.0       ,1.5  ,54.466  ,0
1624  ,1.0       ,1  ,54.535  ,0
1625  ,1.0       ,0.5  ,54.572  ,0
1626  ,0.9       ,5.5  ,54.069  ,0
1627  ,0.9       ,5  ,54.069  ,0
1628  ,0.9       ,4.5  ,54.069  ,0
1629  ,0.9       ,4  ,54.068  ,0
1630  ,0.9       ,3.5  ,54.064  ,0
1631  ,1.0       ,3  ,54.046  ,0
1632  ,1.0       ,2.5  ,53.981  ,0
1633  ,1.0       ,2  ,53.806  ,0
1634  ,1.0       ,1.5  ,53.963  ,0
1635  ,1.0       ,1  ,54.032  ,0
1636  ,1.0       ,0.5  ,54.069  ,0
1637  ,0.8       ,5.5  ,53.566  ,0
1638  ,0.9       ,5  ,53.566  ,0
1639  ,0.9       ,4.5  ,53.566  ,0
1640  ,0.9       ,4  ,53.565  ,0
1641  ,1.0       ,3.5  ,53.561  ,0
1642  ,1.0       ,3  ,53.543  ,0
1643  ,1.0       ,2.5  ,53.478  ,0
1644  ,1.1       ,2  ,53.303  ,0
1645  ,1.1       ,1.5  ,53.46  ,0
1646  ,1.1       ,1  ,53.529  ,0
1647  ,1.1       ,0.5  ,53.566  ,0
1648  ,0.8       ,5.5  ,53.063  ,0
1649  ,0.9       ,5  ,53.063  ,0
1650  ,0.9       ,4.5  ,53.063  ,0
1651  ,0.9       ,4  ,53.062  ,0
1652  ,1.0       ,3.5  ,53.058  ,0
1653  ,1.0       ,3  ,53.04  ,0
1654  ,1.1       ,2.5  ,52.975  ,0
1655  ,1.1       ,2  ,52.8  ,0
1656  ,1.1       ,1.5  ,52.957  ,0
1657  ,1.1       ,1  ,53.026  ,0
1658  ,1.1       ,0.5  ,53.063  ,0
1659  ,0.8       ,5.5  ,52.56  ,0
1660  ,0.8       ,5  ,52.56  ,0
1661  ,0.9       ,4.5  ,52.56  ,0
1662  ,1.0       ,4  ,52.559  ,0
1663  ,1.0       ,3.5  ,52.555  ,0
1664  ,1.1       ,3  ,52.537  ,0
1665  ,1.1       ,2.5  ,52.472  ,0
1666  ,1.2       ,2  ,52.297  ,0
1667  ,1.2       ,1.5  ,52.454  ,0
1668  ,1.2       ,1  ,52.523  ,0
1669  ,1.2       ,0.5  ,52.56  ,0
1670  ,0.8       ,5.5  ,52.057  ,0
1671  ,0.8       ,5  ,52.057  ,0
1672  ,0.9       ,4.5  ,52.057  ,0
1673  ,1.0       ,4  ,52.056  ,0
1674  ,1.0       ,3.5  ,52.052  ,0
1675  ,1.1       ,3  ,52.034  ,0
1676  ,1.2       ,2.5  ,51.969  ,0
1677  ,1.2       ,2  ,51.794  ,0
1678  ,1.2       ,1.5  ,51.951  ,0
1679  ,1.2       ,1  ,52.02  ,0
1680  ,1.3       ,0.5  ,52.057  ,0
1681  ,0.8       ,5.5  ,51.554  ,0
1682  ,0.8       ,4.999  ,51.553  ,0
1683  ,0.9       ,4.4969  ,51.552  ,0
1684  ,1.0       ,3.9963  ,51.553  ,0
1685  ,1.1       ,3.498  ,51.55  ,0
1686  ,1.2       ,2.9995  ,51.532  ,0
1687  ,1.2       ,2.4999  ,51.466  ,0
1688  ,1.3       ,2  ,51.291  ,0
1689  ,1.3       ,1.5  ,51.449  ,0
1690  ,1.3       ,1  ,51.517  ,0
1691  ,1.3       ,0.5  ,51.554  ,0
1692  ,0.7       ,5.5  ,51.052  ,0
1693  ,0.8       ,4.9807  ,51.033  ,0
1694  ,0.9       ,4.4626  ,51.042  ,0
1695  ,1.0       ,3.9751  ,51.061  ,0
1696  ,1.1       ,3.492  ,51.049  ,0
1697  ,1.2       ,2.996  ,51.028  ,0
1698  ,1.3       ,2.4968  ,50.963  ,0
1699  ,1.3       ,1.9982  ,50.789  ,0
1700  ,1.4       ,1.4998  ,50.946  ,0
1701  ,1.4       ,0.99997  ,51.014  ,0
1702  ,1.4       ,0.5  ,51.052  ,0
1703  ,0.7       ,5.5  ,50.549  ,0
1704  ,0.9       ,4.8467  ,50.414  ,0
1705  ,1.0       ,4.3526  ,50.629  ,0
1706  ,1.1       ,3.9567  ,50.565  ,0
1707  ,1.2       ,3.4738  ,50.531  ,0
1708  ,1.3       ,2.9701  ,50.52  ,0
1709  ,1.3       ,2.4779  ,50.471  ,0
1710  ,1.4       ,1.9924  ,50.29  ,0
1711  ,1.4       ,1.4986  ,50.443  ,0
1712  ,1.4       ,0.99978  ,50.512  ,0
1713  ,1.4       ,0.5  ,50.549  ,0
1714  ,1.0       ,4.4092  ,50.081  ,0
1715  ,1.2       ,3.9242  ,50.032  ,0
1716  ,1.3       ,3.3989  ,49.928  ,0
1717  ,1.3       ,2.8716  ,50.091  ,0
1718  ,1.4       ,2.46  ,49.977  ,0
1719  ,1.5       ,1.9768  ,49.798  ,0
1720  ,1.5       ,1.4951  ,49.943  ,0
1721  ,1.5       ,0.99909  ,50.009  ,0
1722  ,1.5       ,0.5  ,50.046  ,0
1723  ,1.4       ,2.9631  ,49.486  ,0
1724  ,1.5       ,2.3859  ,49.531  ,0
1725  ,1.5       ,1.9663  ,49.298  ,0
1726  ,1.5       ,1.4891  ,49.444  ,0
1727  ,1.5       ,0.99749  ,49.507  ,0
1728  ,1.5       ,0.5  ,49.543  ,0
1729  ,1.5       ,2.5064  ,48.922  ,0
1730  ,1.5       ,1.9059  ,48.84  ,0
1731  ,1.5       ,1.4794  ,48.951  ,0
1732  ,1.5       ,0.99549  ,49.007  ,0
1733  ,1.5       ,0.5  ,49.04  ,0
1734  ,1.5       ,2.0574  ,48.352  ,0
1735  ,1.5       ,1.5086  ,48.459  ,0
1736  ,1.5       ,1.0062  ,48.511  ,0
1737  ,1.4       ,0.5  ,48.537  ,0
1738  ,1.5       ,1.9866  ,47.9  ,0
1739  ,1.4       ,1.5729  ,47.924  ,0
1740  ,1.4       ,1.0765  ,48.031  ,0
1741  ,1.4       ,0.5  ,48.034  ,0
1742  ,1.4       ,0.78826  ,48.032  ,0
1743  ,1.4       ,1.3247  ,47.978  ,0
1744  ,1.4       ,1.7798  ,47.912  ,0
1745  ,1.4       ,0.5  ,48.285  ,0
1746  ,1.4       ,0.75308  ,48.272  ,0
1747  ,1.4       ,1.0413  ,48.271  ,0
1748  ,1.5       ,0.75308  ,48.524  ,0
1749  ,1.4       ,1.2925  ,48.245  ,0
1750  ,1.4       ,1.5407  ,48.192  ,0
1751  ,1.5       ,1.2574  ,48.485  ,0
1752  ,1.5       ,1.8151  ,48.138  ,0
1753  ,1.5       ,2.022  ,48.126  ,0
1754  ,1.5       ,1.783  ,48.406  ,0
1755  ,1.5       ,0.5  ,48.788  ,0
1756  ,1.5       ,0.74775  ,48.772  ,0
1757  ,1.5       ,1.0008  ,48.759  ,0
1758  ,1.5       ,0.74775  ,49.023  ,0
1759  ,1.5       ,1.2428  ,48.731  ,0
1760  ,1.5       ,1.494  ,48.705  ,0
1761  ,1.5       ,1.2374  ,48.979  ,0
1762  ,1.5       ,1.7072  ,48.65  ,0
1763  ,1.5       ,1.9816  ,48.596  ,0
1764  ,1.5       ,1.6926  ,48.896  ,0
1765  ,1.5       ,2.2819  ,48.637  ,0
1766  ,1.5       ,2.2061  ,48.881  ,0
1767  ,1.5       ,0.5  ,49.291  ,0
1768  ,1.5       ,0.74875  ,49.273  ,0
1769  ,1.5       ,0.99649  ,49.257  ,0
1770  ,1.5       ,0.74875  ,49.525  ,0
1771  ,1.5       ,1.2423  ,49.225  ,0
1772  ,1.5       ,1.4842  ,49.197  ,0
1773  ,1.5       ,1.2433  ,49.475  ,0
1774  ,1.5       ,1.7229  ,49.125  ,0
1775  ,1.5       ,1.9361  ,49.069  ,0
1776  ,1.5       ,2.2364  ,49.11  ,0
1777  ,1.5       ,1.7277  ,49.371  ,0
1778  ,1.5       ,2.4462  ,49.226  ,0
1779  ,1.5       ,2.1761  ,49.415  ,0
1780  ,1.5       ,2.7347  ,49.204  ,0
1781  ,1.4       ,2.6745  ,49.508  ,0
1782  ,1.5       ,0.5  ,49.794  ,0
1783  ,1.5       ,0.74955  ,49.776  ,0
1784  ,1.5       ,0.99829  ,49.758  ,0
1785  ,1.5       ,0.74955  ,50.027  ,0
1786  ,1.5       ,1.2463  ,49.725  ,0
1787  ,1.5       ,1.4921  ,49.693  ,0
1788  ,1.5       ,1.2471  ,49.976  ,0
1789  ,1.5       ,1.7329  ,49.621  ,0
1790  ,1.5       ,1.9716  ,49.548  ,0
1791  ,1.5       ,2.1814  ,49.665  ,0
1792  ,1.5       ,1.7359  ,49.871  ,0
1793  ,1.4       ,2.423  ,49.754  ,0
1794  ,1.4       ,2.7116  ,49.731  ,0
1795  ,1.4       ,2.2184  ,49.888  ,0
1796  ,1.4       ,2.9173  ,49.788  ,0
1797  ,1.4       ,2.6658  ,50.034  ,0
1798  ,1.3       ,3.181  ,49.707  ,0
1799  ,1.3       ,3.1352  ,50.01  ,0
1800  ,1.2       ,3.6615  ,49.98  ,0
1801  ,1.1       ,4.1667  ,50.056  ,0
1802  ,1.5       ,0.5  ,50.297  ,0
1803  ,1.4       ,0.7499  ,50.279  ,0
1804  ,1.4       ,0.99944  ,50.26  ,0
1805  ,1.4       ,0.7499  ,50.53  ,0
1806  ,1.4       ,1.2489  ,50.226  ,0
1807  ,1.4       ,1.4969  ,50.193  ,0
1808  ,1.4       ,1.2492  ,50.477  ,0
1809  ,1.4       ,1.7438  ,50.116  ,0
1810  ,1.4       ,1.9846  ,50.044  ,0
1811  ,1.4       ,2.2262  ,50.133  ,0
1812  ,1.4       ,1.7455  ,50.367  ,0
1813  ,1.4       ,2.469  ,50.224  ,0
1814  ,1.3       ,2.6748  ,50.281  ,0
1815  ,1.4       ,2.2352  ,50.38  ,0
1816  ,1.3       ,2.9208  ,50.306  ,0
1817  ,1.3       ,3.1845  ,50.224  ,0
1818  ,1.3       ,2.724  ,50.495  ,0
1819  ,1.2       ,3.4364  ,50.229  ,0
1820  ,1.2       ,3.699  ,50.281  ,0
1821  ,1.2       ,3.2219  ,50.525  ,0
1822  ,1.1       ,3.9405  ,50.299  ,0
1823  ,1.0       ,4.1829  ,50.323  ,0
1824  ,1.1       ,3.7153  ,50.548  ,0
1825  ,1.0       ,4.3809  ,50.355  ,0
1826  ,1.0       ,4.1547  ,50.597  ,0
1827  ,0.9       ,4.6279  ,50.248  ,0
1828  ,0.9       ,4.5996  ,50.521  ,0
1829  ,0.8       ,5.1734  ,50.481  ,0
1830  ,1.4       ,0.5  ,50.8  ,0
1831  ,1.4       ,0.74998  ,50.781  ,0
1832  ,1.4       ,0.99988  ,50.763  ,0
1833  ,1.4       ,0.74998  ,51.033  ,0
1834  ,1.4       ,1.2498  ,50.729  ,0
1835  ,1.4       ,1.4992  ,50.695  ,0
1836  ,1.4       ,1.2499  ,50.98  ,0
1837  ,1.4       ,1.7484  ,50.616  ,0
1838  ,1.4       ,1.9953  ,50.539  ,0
1839  ,1.3       ,2.238  ,50.63  ,0
1840  ,1.4       ,1.749  ,50.867  ,0
1841  ,1.3       ,2.4873  ,50.717  ,0
1842  ,1.3       ,2.7334  ,50.742  ,0
1843  ,1.3       ,2.2475  ,50.876  ,0
1844  ,1.2       ,2.9831  ,50.774  ,0
1845  ,1.2       ,3.2349  ,50.779  ,0
1846  ,1.2       ,2.7464  ,50.996  ,0
1847  ,1.2       ,3.4829  ,50.79  ,0
1848  ,1.1       ,3.7244  ,50.807  ,0
1849  ,1.2       ,3.244  ,51.038  ,0
1850  ,1.1       ,3.9659  ,50.813  ,0
1851  ,1.0       ,4.1638  ,50.845  ,0
1852  ,1.1       ,3.7336  ,51.055  ,0
1853  ,1.0       ,4.4076  ,50.835  ,0
1854  ,0.9       ,4.6547  ,50.728  ,0
1855  ,1.0       ,4.2188  ,51.052  ,0
1856  ,0.8       ,4.9137  ,50.724  ,0
1857  ,0.8       ,5.2404  ,50.791  ,0
1858  ,0.9       ,4.7217  ,51.037  ,0
1859  ,0.7       ,5.5  ,50.8  ,0
1860  ,0.8       ,5.2404  ,51.042  ,0
1861  ,1.3       ,0.5  ,51.303  ,0
1862  ,1.3       ,0.75  ,51.284  ,0
1863  ,1.3       ,0.99998  ,51.266  ,0
1864  ,1.3       ,0.75  ,51.536  ,0
1865  ,1.3       ,1.25  ,51.231  ,0
1866  ,1.3       ,1.4999  ,51.197  ,0
1867  ,1.3       ,1.25  ,51.483  ,0
1868  ,1.3       ,1.7499  ,51.118  ,0
1869  ,1.3       ,1.9991  ,51.04  ,0
1870  ,1.3       ,2.2484  ,51.127  ,0
1871  ,1.3       ,1.75  ,51.37  ,0
1872  ,1.2       ,2.4983  ,51.215  ,0
1873  ,1.2       ,2.748  ,51.247  ,0
1874  ,1.2       ,2.2499  ,51.378  ,0
1875  ,1.2       ,2.9978  ,51.28  ,0
1876  ,1.1       ,3.2458  ,51.29  ,0
1877  ,1.2       ,2.7497  ,51.499  ,0
1878  ,1.1       ,3.495  ,51.3  ,0
1879  ,1.1       ,3.7366  ,51.306  ,0
1880  ,1.1       ,3.2488  ,51.541  ,0
1881  ,1.0       ,3.9857  ,51.307  ,0
1882  ,1.0       ,4.2295  ,51.297  ,0
1883  ,1.0       ,3.7472  ,51.552  ,0
1884  ,0.9       ,4.4797  ,51.297  ,0
1885  ,0.9       ,4.7388  ,51.293  ,0
1886  ,1.0       ,4.2466  ,51.553  ,0
1887  ,0.8       ,4.9899  ,51.293  ,0
1888  ,0.8       ,5.2495  ,51.302  ,0
1889  ,0.9       ,4.7479  ,51.553  ,0
1890  ,0.7       ,5.5  ,51.303  ,0
1891  ,0.8       ,5.2495  ,51.554  ,0
1892  ,1.3       ,0.5  ,51.806  ,0
1893  ,1.3       ,0.75  ,51.787  ,0
1894  ,1.3       ,1  ,51.769  ,0
1895  ,1.2       ,0.75  ,52.039  ,0
1896  ,1.3       ,1.25  ,51.734  ,0
1897  ,1.3       ,1.5  ,51.7  ,0
1898  ,1.2       ,1.25  ,51.986  ,0
1899  ,1.3       ,1.75  ,51.621  ,0
1900  ,1.2       ,2  ,51.542  ,0
1901  ,1.2       ,2.25  ,51.63  ,0
1902  ,1.2       ,1.75  ,51.873  ,0
1903  ,1.2       ,2.4999  ,51.718  ,0
1904  ,1.2       ,2.7497  ,51.75  ,0
1905  ,1.2       ,2.25  ,51.881  ,0
1906  ,1.1       ,2.9997  ,51.783  ,0
1907  ,1.1       ,3.249  ,51.792  ,0
1908  ,1.1       ,2.75  ,52.002  ,0
1909  ,1.1       ,3.499  ,51.801  ,0
1910  ,1.0       ,3.7482  ,51.803  ,0
1911  ,1.1       ,3.25  ,52.043  ,0
1912  ,1.0       ,3.9982  ,51.805  ,0
1913  ,0.9       ,4.2484  ,51.804  ,0
1914  ,1.0       ,3.75  ,52.054  ,0
1915  ,0.9       ,4.4984  ,51.805  ,0
1916  ,0.9       ,4.7495  ,51.805  ,0
