Date:  10:33; onsdag; februar 07; 2024
Model name: Exercise2
Study name: Static 1(-Default-)
Plot type: Static nodal stress Stress1
Result Type: von Mises 


Node  ,Value (N/mm^2 (MPa))  ,X (mm)  ,Y (mm)  ,Z (mm)
3335  ,0.5       ,7.25  ,86.511  ,0
3336  ,0.5       ,7.5  ,86.511  ,0
3337  ,0.5       ,7.25  ,86.259  ,0
3338  ,0.5       ,0.5  ,86.008  ,0
3339  ,0.5       ,0.74925  ,86.003  ,0
3340  ,0.5       ,0.99874  ,86.07  ,0
3341  ,0.5       ,1.2441  ,85.912  ,0
3342  ,0.5       ,0.74925  ,85.752  ,0
3343  ,0.5       ,1.488  ,85.884  ,0
3344  ,0.5       ,1.2424  ,85.719  ,0
3345  ,0.5       ,1.7162  ,85.857  ,0
3346  ,0.5       ,1.9728  ,85.918  ,0
3347  ,0.5       ,1.7145  ,85.664  ,0
3348  ,0.5       ,2.2492  ,85.971  ,0
3349  ,0.5       ,2.5019  ,85.994  ,0
3350  ,0.5       ,2.2191  ,85.69  ,0
3351  ,0.5       ,2.7523  ,86.016  ,0
3352  ,0.5       ,2.99  ,86.033  ,0
3353  ,0.5       ,2.7459  ,85.764  ,0
3354  ,0.5       ,3.1927  ,86.07  ,0
3355  ,0.5       ,3.4437  ,86.066  ,0
3356  ,0.5       ,3.199  ,85.822  ,0
3357  ,0.5       ,3.7144  ,85.98  ,0
3358  ,0.5       ,3.9777  ,85.963  ,0
3359  ,0.5       ,3.6724  ,85.773  ,0
3360  ,0.5       ,4.2536  ,85.99  ,0
3361  ,0.5       ,4.5041  ,85.991  ,0
3362  ,0.5       ,4.2191  ,85.714  ,0
3363  ,0.5       ,4.7567  ,85.997  ,0
3364  ,0.5       ,5.0007  ,86.005  ,0
3365  ,0.5       ,4.7477  ,85.748  ,0
3366  ,0.5       ,5.2506  ,86.007  ,0
3367  ,0.5       ,5.5  ,86.008  ,0
3368  ,0.5       ,5.2501  ,85.755  ,0
3369  ,0.5       ,5.75  ,86.008  ,0
3370  ,0.5       ,6  ,86.008  ,0
3371  ,0.5       ,5.75  ,85.756  ,0
3372  ,0.5       ,6.25  ,86.008  ,0
3373  ,0.5       ,6.5  ,86.008  ,0
3374  ,0.5       ,6.25  ,85.756  ,0
3375  ,0.5       ,6.75  ,86.008  ,0
3376  ,0.5       ,7  ,86.008  ,0
3377  ,0.5       ,6.75  ,85.756  ,0
3378  ,0.5       ,7.25  ,86.008  ,0
3379  ,0.5       ,7.5  ,86.008  ,0
3380  ,0.5       ,7.25  ,85.756  ,0
3381  ,0.5       ,0.5  ,85.505  ,0
3382  ,0.5       ,0.74925  ,85.5  ,0
3383  ,0.5       ,1.0001  ,85.516  ,0
3384  ,0.5       ,0.75086  ,85.269  ,0
3385  ,0.5       ,1.2524  ,85.486  ,0
3386  ,0.5       ,1.4964  ,85.458  ,0
3387  ,0.5       ,1.7245  ,85.431  ,0
3388  ,0.5       ,1.254  ,85.255  ,0
3389  ,0.5       ,2.0187  ,85.381  ,0
3390  ,0.5       ,1.8005  ,85.175  ,0
3391  ,0.5       ,2.2258  ,85.432  ,0
3392  ,0.5       ,2.5022  ,85.484  ,0
3393  ,0.5       ,2.3018  ,85.176  ,0
3394  ,0.5       ,2.7546  ,85.504  ,0
3395  ,0.5       ,3.0051  ,85.525  ,0
3396  ,0.5       ,2.7613  ,85.246  ,0
3397  ,0.5       ,3.284  ,85.55  ,0
3398  ,0.5       ,3.4867  ,85.588  ,0
3399  ,0.5       ,3.7574  ,85.501  ,0
3400  ,0.5       ,3.2927  ,85.291  ,0
3401  ,0.5       ,4.025  ,85.417  ,0
3402  ,0.5       ,3.8393  ,85.232  ,0
3403  ,0.5       ,4.2254  ,85.458  ,0
3404  ,0.5       ,4.5014  ,85.485  ,0
3405  ,0.5       ,4.3073  ,85.188  ,0
3406  ,0.5       ,4.7476  ,85.496  ,0
3407  ,0.5       ,5.0002  ,85.503  ,0
3408  ,0.5       ,4.7539  ,85.24  ,0
3409  ,0.5       ,5.2501  ,85.504  ,0
3410  ,0.5       ,5.5  ,85.505  ,0
3411  ,0.5       ,5.2501  ,85.252  ,0
3412  ,0.5       ,5.75  ,85.505  ,0
3413  ,0.5       ,6  ,85.505  ,0
3414  ,0.5       ,5.75  ,85.254  ,0
3415  ,0.5       ,6.25  ,85.505  ,0
3416  ,0.5       ,6.5  ,85.505  ,0
3417  ,0.5       ,6.25  ,85.254  ,0
3418  ,0.5       ,6.75  ,85.505  ,0
3419  ,0.5       ,7  ,85.505  ,0
3420  ,0.5       ,6.75  ,85.254  ,0
3421  ,0.5       ,7.25  ,85.505  ,0
3422  ,0.5       ,7.5  ,85.505  ,0
3423  ,0.5       ,7.25  ,85.254  ,0
3424  ,0.5       ,0.5  ,85.002  ,0
3425  ,0.5       ,0.75079  ,85.084  ,0
3426  ,0.5       ,1.0016  ,85.1  ,0
3427  ,0.5       ,1.254  ,85.07  ,0
3428  ,0.5       ,0.75079  ,84.832  ,0
3429  ,0.5       ,1.5048  ,84.909  ,0
3430  ,0.5       ,1.2524  ,84.754  ,0
3431  ,0.5       ,1.761  ,84.965  ,0
3432  ,0.5       ,2.0551  ,84.915  ,0
3433  ,0.5       ,1.7594  ,84.649  ,0
3434  ,0.5       ,2.3047  ,84.929  ,0
3435  ,0.5       ,2.5118  ,84.979  ,0
3436  ,0.5       ,2.2651  ,84.718  ,0
3437  ,0.5       ,2.757  ,84.989  ,0
3438  ,0.5       ,3.0095  ,85.008  ,0
3439  ,0.5       ,2.76  ,84.741  ,0
3440  ,0.5       ,3.2644  ,85.012  ,0
3441  ,0.5       ,3.5434  ,85.037  ,0
3442  ,0.5       ,3.2601  ,84.755  ,0
3443  ,0.5       ,3.7989  ,85.03  ,0
3444  ,0.5       ,4.0665  ,84.946  ,0
3445  ,0.5       ,3.7705  ,84.751  ,0
3446  ,0.5       ,4.3112  ,84.941  ,0
3447  ,0.5       ,4.5116  ,84.982  ,0
3448  ,0.5       ,4.2708  ,84.739  ,0
3449  ,0.5       ,4.7545  ,84.988  ,0
3450  ,0.5       ,5.0008  ,84.999  ,0
3451  ,0.5       ,4.7585  ,84.742  ,0
3452  ,0.5       ,5.2501  ,85.001  ,0
3453  ,0.5       ,5.5  ,85.002  ,0
3454  ,0.5       ,5.2507  ,84.749  ,0
3455  ,0.5       ,5.75  ,85.002  ,0
3456  ,0.5       ,6  ,85.002  ,0
3457  ,0.5       ,5.75  ,84.751  ,0
3458  ,0.5       ,6.25  ,85.002  ,0
3459  ,0.5       ,6.5  ,85.002  ,0
3460  ,0.5       ,6.25  ,84.751  ,0
3461  ,0.5       ,6.75  ,85.002  ,0
3462  ,0.5       ,7  ,85.002  ,0
3463  ,0.5       ,6.75  ,84.751  ,0
3464  ,0.5       ,7.25  ,85.002  ,0
3465  ,0.5       ,7.5  ,85.002  ,0
3466  ,0.5       ,7.25  ,84.751  ,0
3467  ,0.5       ,0.5  ,84.499  ,0
3468  ,0.5       ,0.75016  ,84.579  ,0
3469  ,0.5       ,1.0009  ,84.661  ,0
3470  ,0.5       ,1.2518  ,84.5  ,0
3471  ,0.5       ,0.75016  ,84.327  ,0
3472  ,0.5       ,1.5018  ,84.331  ,0
3473  ,0.5       ,1.2503  ,84.239  ,0
3474  ,0.5       ,1.7523  ,84.394  ,0
3475  ,0.5       ,2.0085  ,84.449  ,0
3476  ,0.5       ,1.7509  ,84.132  ,0
3477  ,0.5       ,2.2588  ,84.472  ,0
3478  ,0.5       ,2.5084  ,84.486  ,0
3479  ,0.5       ,2.2517  ,84.217  ,0
3480  ,0.5       ,2.758  ,84.489  ,0
3481  ,0.5       ,3.0032  ,84.499  ,0
3482  ,0.5       ,2.7516  ,84.244  ,0
3483  ,0.5       ,3.2533  ,84.499  ,0
3484  ,0.5       ,3.5082  ,84.504  ,0
3485  ,0.5       ,3.2513  ,84.248  ,0
3486  ,0.5       ,3.7589  ,84.503  ,0
3487  ,0.5       ,4.0144  ,84.496  ,0
3488  ,0.5       ,3.7521  ,84.248  ,0
3489  ,0.5       ,4.2643  ,84.495  ,0
3490  ,0.5       ,4.509  ,84.491  ,0
3491  ,0.5       ,4.2526  ,84.247  ,0
3492  ,0.5       ,4.7582  ,84.491  ,0
3493  ,0.5       ,5.0011  ,84.497  ,0
3494  ,0.5       ,4.7517  ,84.247  ,0
3495  ,0.5       ,5.2507  ,84.498  ,0
3496  ,0.5       ,5.5  ,84.499  ,0
3497  ,0.5       ,5.2504  ,84.247  ,0
3498  ,0.5       ,5.75  ,84.499  ,0
3499  ,0.5       ,6  ,84.499  ,0
3500  ,0.5       ,5.75  ,84.248  ,0
3501  ,0.5       ,6.25  ,84.499  ,0
3502  ,0.5       ,6.5  ,84.499  ,0
3503  ,0.5       ,6.25  ,84.248  ,0
3504  ,0.5       ,6.75  ,84.499  ,0
3505  ,0.5       ,7  ,84.499  ,0
3506  ,0.5       ,6.75  ,84.248  ,0
3507  ,0.5       ,7.25  ,84.499  ,0
3508  ,0.5       ,7.5  ,84.499  ,0
3509  ,0.5       ,7.25  ,84.248  ,0
3510  ,0.5       ,0.5  ,83.996  ,0
3511  ,0.5       ,0.75  ,84.075  ,0
3512  ,0.5       ,1.0002  ,84.155  ,0
3513  ,0.5       ,1.2502  ,83.986  ,0
3514  ,0.5       ,0.75  ,83.824  ,0
3515  ,0.5       ,1.5002  ,83.818  ,0
3516  ,0.5       ,1.25  ,83.734  ,0
3517  ,0.5       ,1.7502  ,83.88  ,0
3518  ,0.5       ,2.0007  ,83.942  ,0
3519  ,0.5       ,1.75  ,83.628  ,0
3520  ,0.5       ,2.2507  ,83.966  ,0
3521  ,0.5       ,2.501  ,83.989  ,0
3522  ,0.5       ,2.25  ,83.714  ,0
3523  ,0.5       ,2.751  ,83.992  ,0
3524  ,0.5       ,3.0006  ,83.996  ,0
3525  ,0.5       ,2.75  ,83.741  ,0
3526  ,0.5       ,3.2506  ,83.996  ,0
3527  ,0.5       ,3.5007  ,83.996  ,0
3528  ,0.5       ,3.25  ,83.745  ,0
3529  ,0.5       ,3.7507  ,83.996  ,0
3530  ,0.5       ,4.0014  ,83.996  ,0
3531  ,0.5       ,3.75  ,83.745  ,0
3532  ,0.5       ,4.2514  ,83.996  ,0
3533  ,0.5       ,4.5012  ,83.995  ,0
3534  ,0.5       ,4.25  ,83.745  ,0
3535  ,0.5       ,4.7512  ,83.995  ,0
3536  ,0.5       ,5.0004  ,83.996  ,0
3537  ,0.5       ,4.75  ,83.745  ,0
3538  ,0.5       ,5.2504  ,83.996  ,0
3539  ,0.5       ,5.5  ,83.996  ,0
3540  ,0.5       ,5.25  ,83.745  ,0
3541  ,0.5       ,5.75  ,83.996  ,0
3542  ,0.5       ,6  ,83.996  ,0
3543  ,0.5       ,5.75  ,83.745  ,0
3544  ,0.5       ,6.25  ,83.996  ,0
3545  ,0.5       ,6.5  ,83.996  ,0
3546  ,0.5       ,6.25  ,83.745  ,0
3547  ,0.5       ,6.75  ,83.996  ,0
3548  ,0.5       ,7  ,83.996  ,0
3549  ,0.5       ,6.75  ,83.745  ,0
3550  ,0.5       ,7.25  ,83.996  ,0
3551  ,0.5       ,7.5  ,83.996  ,0
3552  ,0.5       ,7.25  ,83.745  ,0
3553  ,0.5       ,0.5  ,83.493  ,0
3554  ,0.5       ,0.75  ,83.572  ,0
3555  ,0.5       ,1  ,83.651  ,0
3556  ,0.5       ,1.25  ,83.482  ,0
3557  ,0.5       ,0.75  ,83.321  ,0
3558  ,0.5       ,1.5  ,83.314  ,0
3559  ,0.5       ,1.25  ,83.231  ,0
3560  ,0.5       ,1.75  ,83.376  ,0
3561  ,0.5       ,2  ,83.438  ,0
3562  ,0.5       ,1.75  ,83.125  ,0
3563  ,0.5       ,2.25  ,83.462  ,0
3564  ,0.5       ,2.5  ,83.486  ,0
3565  ,0.5       ,2.25  ,83.211  ,0
3566  ,0.5       ,2.75  ,83.49  ,0
3567  ,0.5       ,3  ,83.493  ,0
3568  ,0.5       ,2.75  ,83.238  ,0
3569  ,0.5       ,3.25  ,83.493  ,0
3570  ,0.5       ,3.5  ,83.493  ,0
3571  ,0.5       ,3.25  ,83.242  ,0
3572  ,0.5       ,3.75  ,83.493  ,0
3573  ,0.5       ,4  ,83.493  ,0
3574  ,0.5       ,3.75  ,83.242  ,0
3575  ,0.5       ,4.25  ,83.493  ,0
3576  ,0.5       ,4.5  ,83.493  ,0
3577  ,0.5       ,4.25  ,83.242  ,0
3578  ,0.5       ,4.75  ,83.493  ,0
3579  ,0.5       ,5  ,83.493  ,0
3580  ,0.5       ,4.75  ,83.242  ,0
3581  ,0.5       ,5.25  ,83.493  ,0
3582  ,0.5       ,5.5  ,83.493  ,0
3583  ,0.5       ,5.25  ,83.242  ,0
3584  ,0.5       ,5.75  ,83.493  ,0
3585  ,0.5       ,6  ,83.493  ,0
3586  ,0.5       ,5.75  ,83.242  ,0
3587  ,0.5       ,6.25  ,83.493  ,0
3588  ,0.5       ,6.5  ,83.493  ,0
3589  ,0.5       ,6.25  ,83.242  ,0
3590  ,0.5       ,6.75  ,83.493  ,0
3591  ,0.5       ,7  ,83.493  ,0
3592  ,0.5       ,6.75  ,83.242  ,0
3593  ,0.5       ,7.25  ,83.493  ,0
3594  ,0.5       ,7.5  ,83.493  ,0
3595  ,0.5       ,7.25  ,83.242  ,0
3596  ,0.5       ,0.5  ,82.99  ,0
3597  ,0.5       ,0.75  ,83.069  ,0
3598  ,0.5       ,1  ,83.148  ,0
3599  ,0.5       ,1.25  ,82.979  ,0
3600  ,0.5       ,0.75  ,82.818  ,0
3601  ,0.5       ,1.5  ,82.811  ,0
3602  ,0.5       ,1.25  ,82.728  ,0
3603  ,0.5       ,1.75  ,82.873  ,0
3604  ,0.5       ,2  ,82.935  ,0
3605  ,0.5       ,1.75  ,82.622  ,0
3606  ,0.5       ,2.25  ,82.959  ,0
3607  ,0.5       ,2.5  ,82.983  ,0
3608  ,0.5       ,2.25  ,82.708  ,0
3609  ,0.5       ,2.75  ,82.987  ,0
3610  ,0.5       ,3  ,82.99  ,0
3611  ,0.5       ,2.75  ,82.735  ,0
3612  ,0.5       ,3.25  ,82.99  ,0
3613  ,0.5       ,3.5  ,82.99  ,0
3614  ,0.5       ,3.25  ,82.739  ,0
3615  ,0.5       ,3.75  ,82.99  ,0
3616  ,0.5       ,4  ,82.99  ,0
3617  ,0.5       ,3.75  ,82.739  ,0
3618  ,0.5       ,4.25  ,82.99  ,0
3619  ,0.5       ,4.5  ,82.99  ,0
3620  ,0.5       ,4.25  ,82.739  ,0
3621  ,0.5       ,4.75  ,82.99  ,0
3622  ,0.5       ,5  ,82.99  ,0
3623  ,0.5       ,4.75  ,82.739  ,0
3624  ,0.5       ,5.25  ,82.99  ,0
3625  ,0.5       ,5.5  ,82.99  ,0
3626  ,0.5       ,5.25  ,82.739  ,0
3627  ,0.5       ,5.75  ,82.99  ,0
3628  ,0.5       ,6  ,82.99  ,0
3629  ,0.5       ,5.75  ,82.739  ,0
3630  ,0.5       ,6.25  ,82.99  ,0
3631  ,0.5       ,6.5  ,82.99  ,0
3632  ,0.5       ,6.25  ,82.739  ,0
3633  ,0.5       ,6.75  ,82.99  ,0
3634  ,0.5       ,7  ,82.99  ,0
3635  ,0.5       ,6.75  ,82.739  ,0
3636  ,0.5       ,7.25  ,82.99  ,0
3637  ,0.5       ,7.5  ,82.99  ,0
3638  ,0.5       ,7.25  ,82.739  ,0
3639  ,0.5       ,0.5  ,82.487  ,0
3640  ,0.5       ,0.75  ,82.566  ,0
3641  ,0.5       ,1  ,82.645  ,0
3642  ,0.5       ,1.25  ,82.477  ,0
3643  ,0.5       ,0.75  ,82.315  ,0
3644  ,0.5       ,1.5  ,82.308  ,0
3645  ,0.5       ,1.25  ,82.225  ,0
3646  ,0.5       ,1.75  ,82.37  ,0
3647  ,0.5       ,2  ,82.432  ,0
3648  ,0.5       ,1.75  ,82.119  ,0
3649  ,0.5       ,2.25  ,82.456  ,0
3650  ,0.5       ,2.5  ,82.48  ,0
3651  ,0.5       ,2.25  ,82.205  ,0
3652  ,0.5       ,2.75  ,82.484  ,0
3653  ,0.5       ,3  ,82.487  ,0
3654  ,0.5       ,2.75  ,82.232  ,0
3655  ,0.5       ,3.25  ,82.487  ,0
3656  ,0.5       ,3.5  ,82.487  ,0
3657  ,0.5       ,3.25  ,82.236  ,0
3658  ,0.5       ,3.75  ,82.487  ,0
3659  ,0.5       ,4  ,82.487  ,0
3660  ,0.5       ,3.75  ,82.236  ,0
3661  ,0.5       ,4.25  ,82.487  ,0
3662  ,0.5       ,4.5  ,82.487  ,0
3663  ,0.5       ,4.25  ,82.236  ,0
3664  ,0.5       ,4.75  ,82.487  ,0
3665  ,0.5       ,5  ,82.487  ,0
3666  ,0.5       ,4.75  ,82.236  ,0
3667  ,0.5       ,5.25  ,82.487  ,0
3668  ,0.5       ,5.5  ,82.487  ,0
3669  ,0.5       ,5.25  ,82.236  ,0
3670  ,0.5       ,5.75  ,82.487  ,0
3671  ,0.5       ,6  ,82.487  ,0
3672  ,0.5       ,5.75  ,82.236  ,0
3673  ,0.5       ,6.25  ,82.487  ,0
3674  ,0.5       ,6.5  ,82.487  ,0
3675  ,0.5       ,6.25  ,82.236  ,0
3676  ,0.5       ,6.75  ,82.487  ,0
3677  ,0.5       ,7  ,82.487  ,0
3678  ,0.5       ,6.75  ,82.236  ,0
3679  ,0.5       ,7.25  ,82.487  ,0
3680  ,0.5       ,7.5  ,82.487  ,0
3681  ,0.5       ,7.25  ,82.236  ,0
3682  ,0.5       ,0.5  ,81.984  ,0
3683  ,0.5       ,0.75  ,82.063  ,0
3684  ,0.5       ,1  ,82.142  ,0
3685  ,0.5       ,1.25  ,81.974  ,0
3686  ,0.5       ,0.75  ,81.812  ,0
3687  ,0.5       ,1.5  ,81.805  ,0
3688  ,0.5       ,1.25  ,81.722  ,0
3689  ,0.5       ,1.75  ,81.867  ,0
3690  ,0.5       ,2  ,81.929  ,0
3691  ,0.5       ,1.75  ,81.616  ,0
3692  ,0.5       ,2.25  ,81.953  ,0
3693  ,0.5       ,2.5  ,81.977  ,0
3694  ,0.5       ,2.25  ,81.702  ,0
3695  ,0.5       ,2.75  ,81.981  ,0
3696  ,0.5       ,3  ,81.984  ,0
3697  ,0.5       ,2.75  ,81.729  ,0
3698  ,0.5       ,3.25  ,81.984  ,0
3699  ,0.5       ,3.5  ,81.984  ,0
3700  ,0.5       ,3.25  ,81.733  ,0
3701  ,0.5       ,3.75  ,81.984  ,0
3702  ,0.5       ,4  ,81.984  ,0
3703  ,0.5       ,3.75  ,81.733  ,0
3704  ,0.5       ,4.25  ,81.984  ,0
3705  ,0.5       ,4.5  ,81.984  ,0
3706  ,0.5       ,4.25  ,81.733  ,0
3707  ,0.5       ,4.75  ,81.984  ,0
3708  ,0.5       ,5  ,81.984  ,0
3709  ,0.5       ,4.75  ,81.733  ,0
3710  ,0.5       ,5.25  ,81.984  ,0
3711  ,0.5       ,5.5  ,81.984  ,0
3712  ,0.5       ,5.25  ,81.733  ,0
3713  ,0.5       ,5.75  ,81.984  ,0
3714  ,0.5       ,6  ,81.984  ,0
3715  ,0.5       ,5.75  ,81.733  ,0
3716  ,0.5       ,6.25  ,81.984  ,0
3717  ,0.5       ,6.5  ,81.984  ,0
3718  ,0.5       ,6.25  ,81.733  ,0
3719  ,0.5       ,6.75  ,81.984  ,0
3720  ,0.5       ,7  ,81.984  ,0
3721  ,0.5       ,6.75  ,81.733  ,0
3722  ,0.5       ,7.25  ,81.984  ,0
3723  ,0.5       ,7.5  ,81.984  ,0
3724  ,0.5       ,7.25  ,81.733  ,0
3725  ,0.5       ,0.5  ,81.481  ,0
3726  ,0.5       ,0.75  ,81.56  ,0
3727  ,0.5       ,1  ,81.639  ,0
3728  ,0.5       ,1.25  ,81.471  ,0
3729  ,0.5       ,0.75  ,81.309  ,0
3730  ,0.5       ,1.5  ,81.302  ,0
3731  ,0.5       ,1.25  ,81.219  ,0
3732  ,0.5       ,1.75  ,81.364  ,0
3733  ,0.5       ,2  ,81.426  ,0
3734  ,0.5       ,1.75  ,81.113  ,0
3735  ,0.5       ,2.25  ,81.45  ,0
3736  ,0.5       ,2.5  ,81.474  ,0
3737  ,0.5       ,2.25  ,81.199  ,0
3738  ,0.5       ,2.75  ,81.478  ,0
3739  ,0.5       ,3  ,81.481  ,0
3740  ,0.5       ,2.75  ,81.226  ,0
3741  ,0.5       ,3.25  ,81.481  ,0
3742  ,0.5       ,3.5  ,81.481  ,0
3743  ,0.5       ,3.25  ,81.23  ,0
3744  ,0.5       ,3.75  ,81.481  ,0
3745  ,0.5       ,4  ,81.481  ,0
3746  ,0.5       ,3.75  ,81.23  ,0
3747  ,0.5       ,4.25  ,81.481  ,0
3748  ,0.5       ,4.5  ,81.481  ,0
3749  ,0.5       ,4.25  ,81.23  ,0
3750  ,0.5       ,4.75  ,81.481  ,0
3751  ,0.5       ,5  ,81.481  ,0
3752  ,0.5       ,4.75  ,81.23  ,0
3753  ,0.5       ,5.25  ,81.481  ,0
3754  ,0.5       ,5.5  ,81.481  ,0
3755  ,0.5       ,5.25  ,81.23  ,0
3756  ,0.5       ,5.75  ,81.481  ,0
3757  ,0.5       ,6  ,81.481  ,0
3758  ,0.5       ,5.75  ,81.23  ,0
3759  ,0.5       ,6.25  ,81.481  ,0
3760  ,0.5       ,6.5  ,81.481  ,0
3761  ,0.5       ,6.25  ,81.23  ,0
3762  ,0.5       ,6.75  ,81.481  ,0
3763  ,0.5       ,7  ,81.481  ,0
3764  ,0.5       ,6.75  ,81.23  ,0
3765  ,0.5       ,7.25  ,81.481  ,0
3766  ,0.5       ,7.5  ,81.481  ,0
3767  ,0.5       ,7.25  ,81.23  ,0
3768  ,0.5       ,0.5  ,80.978  ,0
3769  ,0.5       ,0.75  ,81.057  ,0
3770  ,0.5       ,1  ,81.136  ,0
3771  ,0.5       ,1.25  ,80.968  ,0
3772  ,0.5       ,0.75  ,80.806  ,0
3773  ,0.5       ,1.5  ,80.799  ,0
3774  ,0.5       ,1.25  ,80.716  ,0
3775  ,0.5       ,1.75  ,80.861  ,0
3776  ,0.5       ,2  ,80.924  ,0
3777  ,0.5       ,1.75  ,80.61  ,0
3778  ,0.5       ,2.25  ,80.947  ,0
3779  ,0.5       ,2.5  ,80.971  ,0
3780  ,0.5       ,2.25  ,80.696  ,0
3781  ,0.5       ,2.75  ,80.975  ,0
3782  ,0.5       ,3  ,80.978  ,0
3783  ,0.5       ,2.75  ,80.723  ,0
3784  ,0.5       ,3.25  ,80.978  ,0
3785  ,0.5       ,3.5  ,80.978  ,0
3786  ,0.5       ,3.25  ,80.727  ,0
3787  ,0.5       ,3.75  ,80.978  ,0
3788  ,0.5       ,4  ,80.978  ,0
3789  ,0.5       ,3.75  ,80.727  ,0
3790  ,0.5       ,4.25  ,80.978  ,0
3791  ,0.5       ,4.5  ,80.978  ,0
3792  ,0.5       ,4.25  ,80.727  ,0
3793  ,0.5       ,4.75  ,80.978  ,0
3794  ,0.5       ,5  ,80.978  ,0
3795  ,0.5       ,4.75  ,80.727  ,0
3796  ,0.5       ,5.25  ,80.978  ,0
3797  ,0.5       ,5.5  ,80.978  ,0
3798  ,0.5       ,5.25  ,80.727  ,0
3799  ,0.5       ,5.75  ,80.978  ,0
3800  ,0.5       ,6  ,80.978  ,0
3801  ,0.5       ,5.75  ,80.727  ,0
3802  ,0.5       ,6.25  ,80.978  ,0
3803  ,0.5       ,6.5  ,80.978  ,0
3804  ,0.5       ,6.25  ,80.727  ,0
3805  ,0.5       ,6.75  ,80.978  ,0
3806  ,0.5       ,7  ,80.978  ,0
3807  ,0.5       ,6.75  ,80.727  ,0
3808  ,0.5       ,7.25  ,80.978  ,0
3809  ,0.5       ,7.5  ,80.978  ,0
3810  ,0.5       ,7.25  ,80.727  ,0
3811  ,0.5       ,0.5  ,80.475  ,0
3812  ,0.5       ,0.75  ,80.554  ,0
3813  ,0.5       ,1  ,80.633  ,0
3814  ,0.5       ,1.25  ,80.465  ,0
3815  ,0.5       ,0.75  ,80.303  ,0
3816  ,0.5       ,1.5  ,80.296  ,0
3817  ,0.5       ,1.25  ,80.213  ,0
3818  ,0.5       ,1.75  ,80.358  ,0
3819  ,0.5       ,2  ,80.421  ,0
3820  ,0.5       ,1.75  ,80.107  ,0
3821  ,0.5       ,2.25  ,80.444  ,0
3822  ,0.5       ,2.5  ,80.468  ,0
3823  ,0.5       ,2.25  ,80.193  ,0
3824  ,0.5       ,2.75  ,80.472  ,0
3825  ,0.5       ,3  ,80.475  ,0
3826  ,0.5       ,2.75  ,80.22  ,0
3827  ,0.5       ,3.25  ,80.475  ,0
3828  ,0.5       ,3.5  ,80.475  ,0
3829  ,0.5       ,3.25  ,80.224  ,0
3830  ,0.5       ,3.75  ,80.475  ,0
3831  ,0.5       ,4  ,80.475  ,0
3832  ,0.5       ,3.75  ,80.224  ,0
3833  ,0.5       ,4.25  ,80.475  ,0
3834  ,0.5       ,4.5  ,80.475  ,0
3835  ,0.5       ,4.25  ,80.224  ,0
3836  ,0.5       ,4.75  ,80.475  ,0
3837  ,0.5       ,5  ,80.475  ,0
3838  ,0.5       ,4.75  ,80.224  ,0
3839  ,0.5       ,5.25  ,80.475  ,0
3840  ,0.5       ,5.5  ,80.475  ,0
3841  ,0.5       ,5.25  ,80.224  ,0
3842  ,0.5       ,5.75  ,80.475  ,0
3843  ,0.5       ,6  ,80.475  ,0
3844  ,0.5       ,5.75  ,80.224  ,0
3845  ,0.5       ,6.25  ,80.475  ,0
3846  ,0.5       ,6.5  ,80.475  ,0
3847  ,0.5       ,6.25  ,80.224  ,0
3848  ,0.5       ,6.75  ,80.475  ,0
3849  ,0.5       ,7  ,80.475  ,0
3850  ,0.5       ,6.75  ,80.224  ,0
3851  ,0.5       ,7.25  ,80.475  ,0
3852  ,0.5       ,7.5  ,80.475  ,0
3853  ,0.5       ,7.25  ,80.224  ,0
3854  ,0.5       ,0.5  ,79.972  ,0
3855  ,0.5       ,0.74998  ,80.051  ,0
3856  ,0.5       ,0.99998  ,80.13  ,0
3857  ,0.5       ,1.25  ,79.962  ,0
3858  ,0.5       ,0.74998  ,79.8  ,0
3859  ,0.5       ,1.4999  ,79.793  ,0
3860  ,0.5       ,1.2499  ,79.71  ,0
3861  ,0.5       ,1.7499  ,79.855  ,0
3862  ,0.5       ,1.9999  ,79.918  ,0
3863  ,0.5       ,1.7499  ,79.604  ,0
3864  ,0.5       ,2.25  ,79.941  ,0
3865  ,0.5       ,2.5  ,79.965  ,0
3866  ,0.5       ,2.2499  ,79.69  ,0
3867  ,0.5       ,2.75  ,79.969  ,0
3868  ,0.5       ,3  ,79.972  ,0
3869  ,0.5       ,2.75  ,79.717  ,0
3870  ,0.5       ,3.25  ,79.972  ,0
3871  ,0.5       ,3.5  ,79.972  ,0
3872  ,0.5       ,3.25  ,79.721  ,0
3873  ,0.5       ,3.75  ,79.972  ,0
3874  ,0.5       ,4  ,79.972  ,0
3875  ,0.5       ,3.75  ,79.721  ,0
3876  ,0.5       ,4.25  ,79.972  ,0
3877  ,0.5       ,4.5  ,79.972  ,0
3878  ,0.5       ,4.25  ,79.721  ,0
3879  ,0.5       ,4.75  ,79.972  ,0
3880  ,0.5       ,5  ,79.972  ,0
3881  ,0.5       ,4.75  ,79.721  ,0
3882  ,0.5       ,5.25  ,79.972  ,0
3883  ,0.5       ,5.5  ,79.972  ,0
3884  ,0.5       ,5.25  ,79.721  ,0
3885  ,0.5       ,5.75  ,79.972  ,0
3886  ,0.5       ,6  ,79.972  ,0
3887  ,0.5       ,5.75  ,79.721  ,0
3888  ,0.5       ,6.25  ,79.972  ,0
3889  ,0.5       ,6.5  ,79.972  ,0
