999.79
999.92
999.65
999.05
998.16
997
995.6
993.99
992.17
990.17
987.99
985.65
983.16
980.51
977.73
974.81
971.76
968.59
965.29
961.87
958.34
954.7
950.94
947.07
943.1
939.02
934.83
930.53
926.13
921.62
917
912.27
907.44
902.5
897.44
892.27
886.99
881.59
876.06
870.42
864.65
858.74
852.71
846.53
840.21
833.73
827.11
820.31
813.35
806.21
